,demand_count,supply_bus,start_name,end_name,time0
0,15446,259,Unknown,Unknown,0
1,9307,88,Unknown,Unknown,1
2,6940,81,Unknown,Unknown,2
3,5815,81,Unknown,Unknown,3
4,15999,641,Unknown,Unknown,4
5,359253,2870,Unknown,Unknown,5
6,1344626,3363,Unknown,Unknown,6
7,2400759,3466,Unknown,Unknown,7
8,2991920,3498,Unknown,Unknown,8
9,2496807,3495,Unknown,Unknown,9
10,2054301,3472,Unknown,Unknown,10
11,1702900,3408,Unknown,Unknown,11
12,1400160,3350,Unknown,Unknown,12
13,1386690,3340,Unknown,Unknown,13
14,1437795,3370,Unknown,Unknown,14
15,1571014,3442,Unknown,Unknown,15
16,1724037,3492,Unknown,Unknown,16
17,1925298,3513,Unknown,Unknown,17
18,2012073,3481,Unknown,Unknown,18
19,1558228,3436,Unknown,Unknown,19
20,1068065,3269,Unknown,Unknown,20
21,716489,3083,Unknown,Unknown,21
22,365821,2620,Unknown,Unknown,22
23,69630,1796,Unknown,Unknown,23
24,1,1,Unknown,Unknown,48
25,34,5,Unknown,万丰路南口,0
26,15,4,Unknown,万丰路南口,1
27,21,3,Unknown,万丰路南口,2
28,3,2,Unknown,万丰路南口,3
29,8,4,Unknown,万丰路南口,4
30,106,13,Unknown,万丰路南口,5
31,530,32,Unknown,万丰路南口,6
32,1374,45,Unknown,万丰路南口,7
33,2377,45,Unknown,万丰路南口,8
34,1474,50,Unknown,万丰路南口,9
35,1471,48,Unknown,万丰路南口,10
36,1163,41,Unknown,万丰路南口,11
37,949,38,Unknown,万丰路南口,12
38,860,41,Unknown,万丰路南口,13
39,871,35,Unknown,万丰路南口,14
40,957,41,Unknown,万丰路南口,15
41,903,49,Unknown,万丰路南口,16
42,1157,49,Unknown,万丰路南口,17
43,980,46,Unknown,万丰路南口,18
44,730,42,Unknown,万丰路南口,19
45,451,41,Unknown,万丰路南口,20
46,235,28,Unknown,万丰路南口,21
47,117,28,Unknown,万丰路南口,22
48,13,7,Unknown,万丰路南口,23
49,15,3,Unknown,万寿路口东,0
50,5,2,Unknown,万寿路口东,1
51,14,5,Unknown,万寿路口东,2
52,19,3,Unknown,万寿路口东,3
53,11,3,Unknown,万寿路口东,4
54,64,24,Unknown,万寿路口东,5
55,683,67,Unknown,万寿路口东,6
56,863,88,Unknown,万寿路口东,7
57,1519,94,Unknown,万寿路口东,8
58,1214,98,Unknown,万寿路口东,9
59,972,93,Unknown,万寿路口东,10
60,779,87,Unknown,万寿路口东,11
61,697,86,Unknown,万寿路口东,12
62,677,80,Unknown,万寿路口东,13
63,766,85,Unknown,万寿路口东,14
64,607,92,Unknown,万寿路口东,15
65,624,94,Unknown,万寿路口东,16
66,792,90,Unknown,万寿路口东,17
67,714,93,Unknown,万寿路口东,18
68,428,59,Unknown,万寿路口东,19
69,272,59,Unknown,万寿路口东,20
70,202,57,Unknown,万寿路口东,21
71,90,35,Unknown,万寿路口东,22
72,5,3,Unknown,万寿路口东,23
73,52,5,Unknown,万寿路口南,0
74,15,7,Unknown,万寿路口南,1
75,3,1,Unknown,万寿路口南,2
76,24,3,Unknown,万寿路口南,3
77,2,2,Unknown,万寿路口南,4
78,12,11,Unknown,万寿路口南,5
79,208,65,Unknown,万寿路口南,6
80,555,87,Unknown,万寿路口南,7
81,635,96,Unknown,万寿路口南,8
82,714,93,Unknown,万寿路口南,9
83,611,99,Unknown,万寿路口南,10
84,576,84,Unknown,万寿路口南,11
85,413,86,Unknown,万寿路口南,12
86,417,84,Unknown,万寿路口南,13
87,469,81,Unknown,万寿路口南,14
88,683,89,Unknown,万寿路口南,15
89,719,99,Unknown,万寿路口南,16
90,936,101,Unknown,万寿路口南,17
91,847,109,Unknown,万寿路口南,18
92,630,98,Unknown,万寿路口南,19
93,330,62,Unknown,万寿路口南,20
94,266,69,Unknown,万寿路口南,21
95,155,39,Unknown,万寿路口南,22
96,25,11,Unknown,万寿路口南,23
97,174,8,Unknown,万寿路口西,0
98,100,6,Unknown,万寿路口西,1
99,54,5,Unknown,万寿路口西,2
100,85,6,Unknown,万寿路口西,3
101,52,5,Unknown,万寿路口西,4
102,591,69,Unknown,万寿路口西,5
103,2991,165,Unknown,万寿路口西,6
104,4330,174,Unknown,万寿路口西,7
105,6486,183,Unknown,万寿路口西,8
106,4386,186,Unknown,万寿路口西,9
107,3454,178,Unknown,万寿路口西,10
108,2821,164,Unknown,万寿路口西,11
109,2605,155,Unknown,万寿路口西,12
110,2448,157,Unknown,万寿路口西,13
111,2936,157,Unknown,万寿路口西,14
112,2724,168,Unknown,万寿路口西,15
113,3156,179,Unknown,万寿路口西,16
114,3498,170,Unknown,万寿路口西,17
115,3367,177,Unknown,万寿路口西,18
116,2016,155,Unknown,万寿路口西,19
117,1495,138,Unknown,万寿路口西,20
118,916,113,Unknown,万寿路口西,21
119,366,82,Unknown,万寿路口西,22
120,56,18,Unknown,万寿路口西,23
121,1,1,Unknown,三路居北,5
122,22,9,Unknown,三路居北,6
123,28,10,Unknown,三路居北,7
124,38,11,Unknown,三路居北,8
125,50,10,Unknown,三路居北,9
126,28,14,Unknown,三路居北,10
127,50,10,Unknown,三路居北,11
128,23,8,Unknown,三路居北,12
129,18,6,Unknown,三路居北,13
130,15,4,Unknown,三路居北,14
131,36,9,Unknown,三路居北,15
132,25,10,Unknown,三路居北,16
133,54,12,Unknown,三路居北,17
134,34,7,Unknown,三路居北,18
135,12,7,Unknown,三路居北,19
136,10,4,Unknown,三路居北,20
137,7,2,Unknown,三路居北,21
138,3,2,Unknown,三路居北,22
139,2,2,Unknown,三里河东路南口,0
140,4,1,Unknown,三里河东路南口,1
141,8,1,Unknown,三里河东路南口,2
142,80,22,Unknown,三里河东路南口,5
143,733,113,Unknown,三里河东路南口,6
144,2083,134,Unknown,三里河东路南口,7
145,4112,145,Unknown,三里河东路南口,8
146,3109,147,Unknown,三里河东路南口,9
147,2215,135,Unknown,三里河东路南口,10
148,1797,142,Unknown,三里河东路南口,11
149,1418,136,Unknown,三里河东路南口,12
150,1588,136,Unknown,三里河东路南口,13
151,1654,127,Unknown,三里河东路南口,14
152,1618,133,Unknown,三里河东路南口,15
153,1671,133,Unknown,三里河东路南口,16
154,2390,148,Unknown,三里河东路南口,17
155,2612,144,Unknown,三里河东路南口,18
156,1517,133,Unknown,三里河东路南口,19
157,1272,118,Unknown,三里河东路南口,20
158,690,109,Unknown,三里河东路南口,21
159,533,76,Unknown,三里河东路南口,22
160,39,14,Unknown,三里河东路南口,23
161,57,3,Unknown,东局,0
162,1,1,Unknown,东局,1
163,3,1,Unknown,东局,2
164,1,1,Unknown,东局,3
165,2,1,Unknown,东局,4
166,78,23,Unknown,东局,5
167,325,54,Unknown,东局,6
168,1183,78,Unknown,东局,7
169,1442,78,Unknown,东局,8
170,1213,77,Unknown,东局,9
171,829,70,Unknown,东局,10
172,771,68,Unknown,东局,11
173,795,72,Unknown,东局,12
174,626,63,Unknown,东局,13
175,774,65,Unknown,东局,14
176,769,67,Unknown,东局,15
177,814,70,Unknown,东局,16
178,1248,75,Unknown,东局,17
179,1342,70,Unknown,东局,18
180,1048,69,Unknown,东局,19
181,512,58,Unknown,东局,20
182,254,36,Unknown,东局,21
183,148,18,Unknown,东局,22
184,39,4,Unknown,东局,23
185,55,7,Unknown,东翠路口,0
186,32,7,Unknown,东翠路口,1
187,13,3,Unknown,东翠路口,2
188,18,5,Unknown,东翠路口,3
189,17,5,Unknown,东翠路口,4
190,142,52,Unknown,东翠路口,5
191,1333,132,Unknown,东翠路口,6
192,1745,150,Unknown,东翠路口,7
193,2083,152,Unknown,东翠路口,8
194,2237,157,Unknown,东翠路口,9
195,1553,137,Unknown,东翠路口,10
196,1331,135,Unknown,东翠路口,11
197,1001,131,Unknown,东翠路口,12
198,980,119,Unknown,东翠路口,13
199,1198,135,Unknown,东翠路口,14
200,1152,142,Unknown,东翠路口,15
201,1329,146,Unknown,东翠路口,16
202,1295,144,Unknown,东翠路口,17
203,1175,144,Unknown,东翠路口,18
204,849,124,Unknown,东翠路口,19
205,586,101,Unknown,东翠路口,20
206,433,84,Unknown,东翠路口,21
207,274,49,Unknown,东翠路口,22
208,38,13,Unknown,东翠路口,23
209,5,1,Unknown,丰台体育中心,5
210,30,13,Unknown,丰台体育中心,6
211,223,27,Unknown,丰台体育中心,7
212,601,30,Unknown,丰台体育中心,8
213,330,37,Unknown,丰台体育中心,9
214,262,30,Unknown,丰台体育中心,10
215,186,33,Unknown,丰台体育中心,11
216,131,30,Unknown,丰台体育中心,12
217,153,29,Unknown,丰台体育中心,13
218,171,31,Unknown,丰台体育中心,14
219,185,28,Unknown,丰台体育中心,15
220,204,36,Unknown,丰台体育中心,16
221,297,32,Unknown,丰台体育中心,17
222,285,36,Unknown,丰台体育中心,18
223,209,26,Unknown,丰台体育中心,19
224,112,29,Unknown,丰台体育中心,20
225,82,19,Unknown,丰台体育中心,21
226,2,1,Unknown,丰台体育中心,22
227,738,118,Unknown,丰台路口,5
228,5063,275,Unknown,丰台路口,6
229,8179,330,Unknown,丰台路口,7
230,11780,332,Unknown,丰台路口,8
231,7119,332,Unknown,丰台路口,9
232,5222,323,Unknown,丰台路口,10
233,4116,324,Unknown,丰台路口,11
234,3750,303,Unknown,丰台路口,12
235,3892,290,Unknown,丰台路口,13
236,3877,303,Unknown,丰台路口,14
237,4189,304,Unknown,丰台路口,15
238,4825,326,Unknown,丰台路口,16
239,5639,325,Unknown,丰台路口,17
240,6741,320,Unknown,丰台路口,18
241,4391,311,Unknown,丰台路口,19
242,2849,285,Unknown,丰台路口,20
243,1698,224,Unknown,丰台路口,21
244,803,123,Unknown,丰台路口,22
245,65,30,Unknown,丰台路口,23
246,819,44,Unknown,丰台路口东,5
247,2725,78,Unknown,丰台路口东,6
248,3234,83,Unknown,丰台路口东,7
249,5443,87,Unknown,丰台路口东,8
250,3922,86,Unknown,丰台路口东,9
251,2457,82,Unknown,丰台路口东,10
252,1911,84,Unknown,丰台路口东,11
253,1729,80,Unknown,丰台路口东,12
254,1951,73,Unknown,丰台路口东,13
255,1944,73,Unknown,丰台路口东,14
256,1882,77,Unknown,丰台路口东,15
257,2022,82,Unknown,丰台路口东,16
258,2324,91,Unknown,丰台路口东,17
259,2184,89,Unknown,丰台路口东,18
260,1781,76,Unknown,丰台路口东,19
261,1066,75,Unknown,丰台路口东,20
262,685,66,Unknown,丰台路口东,21
263,276,38,Unknown,丰台路口东,22
264,40,9,Unknown,丰台路口东,23
265,767,69,Unknown,丰台路口西,5
266,1747,121,Unknown,丰台路口西,6
267,3020,147,Unknown,丰台路口西,7
268,4209,157,Unknown,丰台路口西,8
269,2655,151,Unknown,丰台路口西,9
270,1655,133,Unknown,丰台路口西,10
271,1123,123,Unknown,丰台路口西,11
272,846,120,Unknown,丰台路口西,12
273,1196,108,Unknown,丰台路口西,13
274,1062,123,Unknown,丰台路口西,14
275,940,121,Unknown,丰台路口西,15
276,990,137,Unknown,丰台路口西,16
277,1208,149,Unknown,丰台路口西,17
278,1083,138,Unknown,丰台路口西,18
279,733,107,Unknown,丰台路口西,19
280,474,91,Unknown,丰台路口西,20
281,357,75,Unknown,丰台路口西,21
282,177,44,Unknown,丰台路口西,22
283,10,8,Unknown,丰台路口西,23
284,21,6,Unknown,丽泽桥北,0
285,10,3,Unknown,丽泽桥北,1
286,3,1,Unknown,丽泽桥北,2
287,3,2,Unknown,丽泽桥北,3
288,16,5,Unknown,丽泽桥北,4
289,68,33,Unknown,丽泽桥北,5
290,306,43,Unknown,丽泽桥北,6
291,383,45,Unknown,丽泽桥北,7
292,747,37,Unknown,丽泽桥北,8
293,574,28,Unknown,丽泽桥北,9
294,235,30,Unknown,丽泽桥北,10
295,251,32,Unknown,丽泽桥北,11
296,243,25,Unknown,丽泽桥北,12
297,245,40,Unknown,丽泽桥北,13
298,322,43,Unknown,丽泽桥北,14
299,243,43,Unknown,丽泽桥北,15
300,260,41,Unknown,丽泽桥北,16
301,397,35,Unknown,丽泽桥北,17
302,262,31,Unknown,丽泽桥北,18
303,211,28,Unknown,丽泽桥北,19
304,174,31,Unknown,丽泽桥北,20
305,102,24,Unknown,丽泽桥北,21
306,52,12,Unknown,丽泽桥北,22
307,23,9,Unknown,丽泽桥北,23
308,22,5,Unknown,于庄子,0
309,11,4,Unknown,于庄子,1
310,11,4,Unknown,于庄子,2
311,9,2,Unknown,于庄子,3
312,3,3,Unknown,于庄子,4
313,18,7,Unknown,于庄子,5
314,137,22,Unknown,于庄子,6
315,437,33,Unknown,于庄子,7
316,1050,34,Unknown,于庄子,8
317,838,40,Unknown,于庄子,9
318,655,38,Unknown,于庄子,10
319,483,30,Unknown,于庄子,11
320,394,28,Unknown,于庄子,12
321,373,29,Unknown,于庄子,13
322,348,27,Unknown,于庄子,14
323,344,29,Unknown,于庄子,15
324,350,37,Unknown,于庄子,16
325,383,32,Unknown,于庄子,17
326,498,40,Unknown,于庄子,18
327,301,34,Unknown,于庄子,19
328,189,30,Unknown,于庄子,20
329,111,19,Unknown,于庄子,21
330,48,18,Unknown,于庄子,22
331,14,8,Unknown,于庄子,23
332,102,7,Unknown,五棵松桥东,0
333,50,4,Unknown,五棵松桥东,1
334,31,2,Unknown,五棵松桥东,2
335,78,6,Unknown,五棵松桥东,3
336,38,4,Unknown,五棵松桥东,4
337,504,76,Unknown,五棵松桥东,5
338,2527,166,Unknown,五棵松桥东,6
339,4878,236,Unknown,五棵松桥东,7
340,5508,251,Unknown,五棵松桥东,8
341,4744,247,Unknown,五棵松桥东,9
342,3718,236,Unknown,五棵松桥东,10
343,3027,226,Unknown,五棵松桥东,11
344,2933,203,Unknown,五棵松桥东,12
345,3461,214,Unknown,五棵松桥东,13
346,3846,223,Unknown,五棵松桥东,14
347,3690,238,Unknown,五棵松桥东,15
348,3719,243,Unknown,五棵松桥东,16
349,4056,232,Unknown,五棵松桥东,17
350,4109,234,Unknown,五棵松桥东,18
351,3214,221,Unknown,五棵松桥东,19
352,2252,188,Unknown,五棵松桥东,20
353,2006,172,Unknown,五棵松桥东,21
354,1532,132,Unknown,五棵松桥东,22
355,395,54,Unknown,五棵松桥东,23
356,14,4,Unknown,会城门,5
357,35,9,Unknown,会城门,6
358,165,13,Unknown,会城门,7
359,261,15,Unknown,会城门,8
360,391,15,Unknown,会城门,9
361,404,16,Unknown,会城门,10
362,401,13,Unknown,会城门,11
363,294,15,Unknown,会城门,12
364,247,13,Unknown,会城门,13
365,207,11,Unknown,会城门,14
366,181,13,Unknown,会城门,15
367,200,13,Unknown,会城门,16
368,185,13,Unknown,会城门,17
369,232,12,Unknown,会城门,18
370,127,11,Unknown,会城门,19
371,104,10,Unknown,会城门,20
372,111,9,Unknown,会城门,21
373,32,7,Unknown,会城门,22
374,118,10,Unknown,公主坟,0
375,99,6,Unknown,公主坟,1
376,54,6,Unknown,公主坟,2
377,50,5,Unknown,公主坟,3
378,79,8,Unknown,公主坟,4
379,238,58,Unknown,公主坟,5
380,1053,119,Unknown,公主坟,6
381,1941,138,Unknown,公主坟,7
382,2275,149,Unknown,公主坟,8
383,1878,147,Unknown,公主坟,9
384,1670,136,Unknown,公主坟,10
385,1389,137,Unknown,公主坟,11
386,1369,130,Unknown,公主坟,12
387,1352,132,Unknown,公主坟,13
388,1342,134,Unknown,公主坟,14
389,1647,142,Unknown,公主坟,15
390,1545,137,Unknown,公主坟,16
391,2189,139,Unknown,公主坟,17
392,2192,138,Unknown,公主坟,18
393,1560,127,Unknown,公主坟,19
394,1102,117,Unknown,公主坟,20
395,980,115,Unknown,公主坟,21
396,660,100,Unknown,公主坟,22
397,178,49,Unknown,公主坟,23
398,1,1,Unknown,公主坟东,0
399,118,28,Unknown,公主坟东,5
400,520,80,Unknown,公主坟东,6
401,1189,106,Unknown,公主坟东,7
402,1483,112,Unknown,公主坟东,8
403,1172,108,Unknown,公主坟东,9
404,1070,115,Unknown,公主坟东,10
405,820,102,Unknown,公主坟东,11
406,989,95,Unknown,公主坟东,12
407,925,93,Unknown,公主坟东,13
408,948,96,Unknown,公主坟东,14
409,1271,108,Unknown,公主坟东,15
410,1447,113,Unknown,公主坟东,16
411,1927,108,Unknown,公主坟东,17
412,1884,110,Unknown,公主坟东,18
413,1230,97,Unknown,公主坟东,19
414,845,76,Unknown,公主坟东,20
415,700,77,Unknown,公主坟东,21
416,573,47,Unknown,公主坟东,22
417,248,20,Unknown,公主坟东,23
418,917,102,Unknown,公主坟南,5
419,4832,207,Unknown,公主坟南,6
420,7555,231,Unknown,公主坟南,7
421,6884,249,Unknown,公主坟南,8
422,4731,246,Unknown,公主坟南,9
423,4085,245,Unknown,公主坟南,10
424,3309,213,Unknown,公主坟南,11
425,3377,217,Unknown,公主坟南,12
426,3222,209,Unknown,公主坟南,13
427,3501,222,Unknown,公主坟南,14
428,3841,243,Unknown,公主坟南,15
429,4470,243,Unknown,公主坟南,16
430,6231,253,Unknown,公主坟南,17
431,5843,249,Unknown,公主坟南,18
432,4005,221,Unknown,公主坟南,19
433,2390,185,Unknown,公主坟南,20
434,2030,185,Unknown,公主坟南,21
435,911,123,Unknown,公主坟南,22
436,157,34,Unknown,公主坟南,23
437,84,6,Unknown,公主坟西,0
438,10,5,Unknown,公主坟西,1
439,3,1,Unknown,公主坟西,2
440,47,6,Unknown,公主坟西,3
441,17,6,Unknown,公主坟西,4
442,480,91,Unknown,公主坟西,5
443,3141,228,Unknown,公主坟西,6
444,4120,257,Unknown,公主坟西,7
445,5051,278,Unknown,公主坟西,8
446,4411,281,Unknown,公主坟西,9
447,3638,266,Unknown,公主坟西,10
448,2871,249,Unknown,公主坟西,11
449,2774,234,Unknown,公主坟西,12
450,2506,225,Unknown,公主坟西,13
451,2855,237,Unknown,公主坟西,14
452,3009,252,Unknown,公主坟西,15
453,2958,258,Unknown,公主坟西,16
454,3749,254,Unknown,公主坟西,17
455,3762,261,Unknown,公主坟西,18
456,2270,239,Unknown,公主坟西,19
457,1353,183,Unknown,公主坟西,20
458,1067,166,Unknown,公主坟西,21
459,409,106,Unknown,公主坟西,22
460,31,16,Unknown,公主坟西,23
461,10,2,Unknown,公安大学,5
462,173,33,Unknown,公安大学,6
463,376,50,Unknown,公安大学,7
464,733,54,Unknown,公安大学,8
465,541,61,Unknown,公安大学,9
466,410,56,Unknown,公安大学,10
467,380,49,Unknown,公安大学,11
468,258,43,Unknown,公安大学,12
469,210,42,Unknown,公安大学,13
470,266,39,Unknown,公安大学,14
471,281,46,Unknown,公安大学,15
472,363,48,Unknown,公安大学,16
473,420,45,Unknown,公安大学,17
474,390,41,Unknown,公安大学,18
475,270,37,Unknown,公安大学,19
476,208,31,Unknown,公安大学,20
477,170,29,Unknown,公安大学,21
478,115,23,Unknown,公安大学,22
479,2,2,Unknown,公安大学,23
480,74,11,Unknown,六里桥东,0
481,47,6,Unknown,六里桥东,1
482,38,6,Unknown,六里桥东,2
483,42,5,Unknown,六里桥东,3
484,44,14,Unknown,六里桥东,4
485,4743,230,Unknown,六里桥东,5
486,45359,568,Unknown,六里桥东,6
487,71570,659,Unknown,六里桥东,7
488,70684,686,Unknown,六里桥东,8
489,38733,692,Unknown,六里桥东,9
490,27778,677,Unknown,六里桥东,10
491,21676,640,Unknown,六里桥东,11
492,20003,614,Unknown,六里桥东,12
493,19397,619,Unknown,六里桥东,13
494,19270,596,Unknown,六里桥东,14
495,18847,630,Unknown,六里桥东,15
496,21990,683,Unknown,六里桥东,16
497,27306,699,Unknown,六里桥东,17
498,30810,731,Unknown,六里桥东,18
499,21631,663,Unknown,六里桥东,19
500,12744,581,Unknown,六里桥东,20
501,6800,459,Unknown,六里桥东,21
502,2632,240,Unknown,六里桥东,22
503,270,73,Unknown,六里桥东,23
504,43,16,Unknown,六里桥北,5
505,899,104,Unknown,六里桥北,6
506,1147,118,Unknown,六里桥北,7
507,1557,134,Unknown,六里桥北,8
508,1133,137,Unknown,六里桥北,9
509,699,113,Unknown,六里桥北,10
510,618,103,Unknown,六里桥北,11
511,462,105,Unknown,六里桥北,12
512,538,109,Unknown,六里桥北,13
513,592,119,Unknown,六里桥北,14
514,585,102,Unknown,六里桥北,15
515,720,126,Unknown,六里桥北,16
516,882,123,Unknown,六里桥北,17
517,848,118,Unknown,六里桥北,18
518,578,92,Unknown,六里桥北,19
519,313,79,Unknown,六里桥北,20
520,215,67,Unknown,六里桥北,21
521,60,25,Unknown,六里桥北,22
522,2,2,Unknown,六里桥北,23
523,73,7,Unknown,六里桥北里,0
524,95,7,Unknown,六里桥北里,1
525,34,8,Unknown,六里桥北里,2
526,33,5,Unknown,六里桥北里,3
527,22,7,Unknown,六里桥北里,4
528,4634,167,Unknown,六里桥北里,5
529,27579,378,Unknown,六里桥北里,6
530,38764,435,Unknown,六里桥北里,7
531,38754,460,Unknown,六里桥北里,8
532,20677,450,Unknown,六里桥北里,9
533,15948,428,Unknown,六里桥北里,10
534,12203,406,Unknown,六里桥北里,11
535,11967,397,Unknown,六里桥北里,12
536,11526,393,Unknown,六里桥北里,13
537,12317,399,Unknown,六里桥北里,14
538,12527,423,Unknown,六里桥北里,15
539,15320,447,Unknown,六里桥北里,16
540,19896,433,Unknown,六里桥北里,17
541,21508,443,Unknown,六里桥北里,18
542,14891,408,Unknown,六里桥北里,19
543,7771,355,Unknown,六里桥北里,20
544,5584,295,Unknown,六里桥北里,21
545,2007,178,Unknown,六里桥北里,22
546,199,59,Unknown,六里桥北里,23
547,155,13,Unknown,六里桥南,0
548,148,11,Unknown,六里桥南,1
549,77,11,Unknown,六里桥南,2
550,79,11,Unknown,六里桥南,3
551,93,12,Unknown,六里桥南,4
552,1134,149,Unknown,六里桥南,5
553,5275,217,Unknown,六里桥南,6
554,8279,251,Unknown,六里桥南,7
555,11342,256,Unknown,六里桥南,8
556,6049,249,Unknown,六里桥南,9
557,4803,243,Unknown,六里桥南,10
558,4022,241,Unknown,六里桥南,11
559,3767,234,Unknown,六里桥南,12
560,3919,240,Unknown,六里桥南,13
561,4295,238,Unknown,六里桥南,14
562,4413,254,Unknown,六里桥南,15
563,4864,244,Unknown,六里桥南,16
564,5933,250,Unknown,六里桥南,17
565,6897,248,Unknown,六里桥南,18
566,4736,244,Unknown,六里桥南,19
567,2944,215,Unknown,六里桥南,20
568,2041,198,Unknown,六里桥南,21
569,985,155,Unknown,六里桥南,22
570,178,59,Unknown,六里桥南,23
571,564,36,Unknown,六里桥西,5
572,1559,108,Unknown,六里桥西,6
573,2106,119,Unknown,六里桥西,7
574,2900,127,Unknown,六里桥西,8
575,1543,133,Unknown,六里桥西,9
576,1388,133,Unknown,六里桥西,10
577,1112,122,Unknown,六里桥西,11
578,946,117,Unknown,六里桥西,12
579,1111,114,Unknown,六里桥西,13
580,1020,106,Unknown,六里桥西,14
581,1113,119,Unknown,六里桥西,15
582,1411,123,Unknown,六里桥西,16
583,1624,135,Unknown,六里桥西,17
584,1810,125,Unknown,六里桥西,18
585,1533,123,Unknown,六里桥西,19
586,1023,102,Unknown,六里桥西,20
587,862,88,Unknown,六里桥西,21
588,400,54,Unknown,六里桥西,22
589,147,21,Unknown,六里桥西,23
590,168,16,Unknown,军事博物馆,0
591,81,11,Unknown,军事博物馆,1
592,63,10,Unknown,军事博物馆,2
593,99,8,Unknown,军事博物馆,3
594,88,12,Unknown,军事博物馆,4
595,483,86,Unknown,军事博物馆,5
596,2184,229,Unknown,军事博物馆,6
597,3913,280,Unknown,军事博物馆,7
598,4926,289,Unknown,军事博物馆,8
599,4559,287,Unknown,军事博物馆,9
600,3930,285,Unknown,军事博物馆,10
601,3379,277,Unknown,军事博物馆,11
602,2992,251,Unknown,军事博物馆,12
603,2964,250,Unknown,军事博物馆,13
604,3011,249,Unknown,军事博物馆,14
605,3362,282,Unknown,军事博物馆,15
606,4065,288,Unknown,军事博物馆,16
607,4976,279,Unknown,军事博物馆,17
608,4850,282,Unknown,军事博物馆,18
609,3630,247,Unknown,军事博物馆,19
610,2717,211,Unknown,军事博物馆,20
611,2405,197,Unknown,军事博物馆,21
612,2056,162,Unknown,军事博物馆,22
613,604,72,Unknown,军事博物馆,23
614,8,4,Unknown,北京世纪坛医院,6
615,69,22,Unknown,北京世纪坛医院,7
616,37,19,Unknown,北京世纪坛医院,8
617,30,18,Unknown,北京世纪坛医院,9
618,25,14,Unknown,北京世纪坛医院,10
619,28,13,Unknown,北京世纪坛医院,11
620,14,11,Unknown,北京世纪坛医院,12
621,12,10,Unknown,北京世纪坛医院,13
622,21,15,Unknown,北京世纪坛医院,14
623,13,8,Unknown,北京世纪坛医院,15
624,42,18,Unknown,北京世纪坛医院,16
625,47,22,Unknown,北京世纪坛医院,17
626,28,17,Unknown,北京世纪坛医院,18
627,8,6,Unknown,北京世纪坛医院,19
628,2,2,Unknown,北京世纪坛医院,20
629,4,3,Unknown,北京世纪坛医院,21
630,3,3,Unknown,北京世纪坛医院,22
631,438,33,Unknown,北京西站,0
632,325,26,Unknown,北京西站,1
633,226,23,Unknown,北京西站,2
634,258,27,Unknown,北京西站,3
635,383,48,Unknown,北京西站,4
636,2945,284,Unknown,北京西站,5
637,14277,584,Unknown,北京西站,6
638,24598,679,Unknown,北京西站,7
639,27512,688,Unknown,北京西站,8
640,21209,690,Unknown,北京西站,9
641,17310,655,Unknown,北京西站,10
642,15264,617,Unknown,北京西站,11
643,14245,610,Unknown,北京西站,12
644,15437,589,Unknown,北京西站,13
645,15959,599,Unknown,北京西站,14
646,15871,640,Unknown,北京西站,15
647,17948,672,Unknown,北京西站,16
648,21612,679,Unknown,北京西站,17
649,23058,679,Unknown,北京西站,18
650,17854,619,Unknown,北京西站,19
651,12639,547,Unknown,北京西站,20
652,10151,498,Unknown,北京西站,21
653,5126,387,Unknown,北京西站,22
654,1158,148,Unknown,北京西站,23
655,304,9,Unknown,北京西站南广场,0
656,82,4,Unknown,北京西站南广场,1
657,109,6,Unknown,北京西站南广场,2
658,150,5,Unknown,北京西站南广场,3
659,93,13,Unknown,北京西站南广场,4
660,1412,114,Unknown,北京西站南广场,5
661,7332,280,Unknown,北京西站南广场,6
662,9166,308,Unknown,北京西站南广场,7
663,11235,314,Unknown,北京西站南广场,8
664,8078,330,Unknown,北京西站南广场,9
665,6082,301,Unknown,北京西站南广场,10
666,4904,295,Unknown,北京西站南广场,11
667,4792,301,Unknown,北京西站南广场,12
668,5092,296,Unknown,北京西站南广场,13
669,5431,290,Unknown,北京西站南广场,14
670,4740,292,Unknown,北京西站南广场,15
671,5366,319,Unknown,北京西站南广场,16
672,5438,305,Unknown,北京西站南广场,17
673,5582,300,Unknown,北京西站南广场,18
674,4142,262,Unknown,北京西站南广场,19
675,3117,264,Unknown,北京西站南广场,20
676,1644,225,Unknown,北京西站南广场,21
677,410,92,Unknown,北京西站南广场,22
678,52,24,Unknown,北京西站南广场,23
679,18,3,Unknown,北京西站南路南口,0
680,2,1,Unknown,北京西站南路南口,1
681,3,2,Unknown,北京西站南路南口,4
682,81,29,Unknown,北京西站南路南口,5
683,434,54,Unknown,北京西站南路南口,6
684,1064,75,Unknown,北京西站南路南口,7
685,1261,77,Unknown,北京西站南路南口,8
686,1019,74,Unknown,北京西站南路南口,9
687,808,68,Unknown,北京西站南路南口,10
688,691,66,Unknown,北京西站南路南口,11
689,474,65,Unknown,北京西站南路南口,12
690,588,65,Unknown,北京西站南路南口,13
691,651,60,Unknown,北京西站南路南口,14
692,659,65,Unknown,北京西站南路南口,15
693,570,72,Unknown,北京西站南路南口,16
694,707,72,Unknown,北京西站南路南口,17
695,743,64,Unknown,北京西站南路南口,18
696,459,66,Unknown,北京西站南路南口,19
697,279,53,Unknown,北京西站南路南口,20
698,139,32,Unknown,北京西站南路南口,21
699,90,17,Unknown,北京西站南路南口,22
700,48,6,Unknown,北京西站南路南口,23
